"p","eA","eL","ed","eD","kA","kL","kd","kD"
0.22,0.243116677481189,0.561382399316565,2.04645330916756,1.76181945747818,28.2378800037,28.8373933314873,33.1479443084614,36.8732916083637
0.23,0.243116677481189,0.561643969766571,2.05890145176454,1.76002051807286,28.2414225014317,28.8423647309272,33.1501843871904,36.9698765783565
0.24,0.243116677481189,0.561817038283425,2.06731279063497,1.73532349200657,28.2490784514994,28.8534768882283,33.152180979101,36.8112353729722
0.25,0.243146590569039,0.561946612707242,2.07392794119208,1.73615096803926,28.2541864329786,28.8609873423472,33.1535445052838,36.8952163025072
0.26,0.243146590569039,0.562198165418165,2.0863443720121,1.70104636484211,28.2627246944683,28.8738848433909,33.1533010184654,36.8214914526558
0.27,0.243154223758395,0.562277184622581,2.09130192427677,1.72747154719308,28.2671717441455,28.880145458422,33.1530575316471,36.9606089740863
0.28,0.243077466033849,0.562314717461401,2.10547068608845,1.74812484740365,28.2718925788476,28.8871088638021,33.1545671499209,36.9899339605281
0.29,0.243212769044075,0.562622603401935,2.13191956143461,1.7379063160167,28.2811690647312,28.900876759454,33.1571968075593,36.8459629575301
0.3,0.243157006189966,0.562782571526846,2.13929588554607,1.77678556043689,28.287572495386,28.910969304287,33.1554923998307,37.0245488047122
0.31,0.243023177766734,0.563267792266235,2.15755374346166,1.80710111536503,28.2947536586316,28.9216791700521,33.1584629390147,37.224554105779
0.32,0.243023177766734,0.563448618472584,2.16632219682912,1.72483922672818,28.3015969946547,28.9318006728105,33.1572942022866,36.8853725273712
0.33,0.243017076718974,0.56365916957858,2.18430608973352,1.77235268515344,28.3082053795857,28.9421234093652,33.1576350838323,37.062291669797
0.34,0.242868005833816,0.563904903693124,2.19258353114214,1.80350479260079,28.3146550422506,28.9516549824201,33.157683781196,37.1097898429386
0.35,0.242868005833816,0.564113890779505,2.2044948172674,1.78236196280523,28.3196017640638,28.9584895231536,33.1604108335617,37.0343157281191
0.36,0.242786088606195,0.564242728907998,2.20603527323609,1.7330860664591,28.3236378495928,28.9646903657726,33.1588525179241,36.9528887568956
0.37,0.242786088606195,0.564391470744657,2.21339424291716,1.75929849172086,28.3274232233931,28.9705101538782,33.1601186493796,37.3444592627783
0.38,0.242868005833816,0.564388983553406,2.21932771368879,1.75286061954643,28.3326305149111,28.9778457135549,33.1604595309253,37.0503426624965
0.39,0.242902335823964,0.563973666507295,2.22848752923558,1.74311105900735,28.3414777178464,28.9902701700733,33.1607030177437,37.1055684638462
0.4,0.24288595237844,0.564079382502839,2.23996967665892,1.75970244552592,28.3466989746436,28.9987766983267,33.1632352806547,37.1286592796964
0.41,0.24288595237844,0.564058108925985,2.24008831573949,1.73101216199484,28.3521842311312,29.0068160079497,33.1623587281086,37.1170591902463
0.42,0.242902335823964,0.564097181727931,2.24377564708879,1.7712085966819,28.357224132966,29.0145817078646,33.1627970043816,37.2188812551034
0.43,0.242995895794923,0.564197975632351,2.25292560409514,1.77143372233333,28.3622755021664,29.022540222867,33.1632352806547,37.1911340998173
0.44,0.242974712361746,0.563868918922779,2.25922392401294,1.80046250003362,28.3657535315694,29.0277846710346,33.1633813727457,37.2464449463126
0.45,0.242970554240367,0.564028609616006,2.2724833425496,1.76976739061821,28.3727233358912,29.0373935361561,33.1641118332008,37.1080681471991
0.46,0.24284900017892,0.564015347163371,2.28332148471491,1.7735288021789,28.3790922856811,29.0463182453764,33.1646962015649,37.3487074847926
0.47,0.242930667975757,0.563923436052607,2.29037910049059,1.74765169973156,28.3823133519367,29.0513568006414,33.1661084251114,37.1813185843934
0.48,0.24296883392254,0.563890268126761,2.29839228474778,1.79327381377549,28.387023732625,29.0588449611902,33.1665953987481,37.4903597586819
0.49,0.24299874701039,0.564058090382975,2.30904407667856,1.79618070477116,28.3914682067113,29.0657206130886,33.1678128328399,37.4441574597119
0.5,0.242921739232836,0.563777692774396,2.30956502912551,1.77256268781327,28.3939875568074,29.0693579671476,33.1692737537501,37.3255540320639
0.51,0.242989639956079,0.563854975792295,2.31390776435885,1.8469989662984,28.4013154998618,29.0806685955849,33.168397201204,37.419980010719
0.52,0.243071057699909,0.563766291457577,2.31903142997905,1.82277068583704,28.4030836782999,29.0836288935884,33.1698094247505,37.3179604666695
0.53,0.243063424510552,0.563804923912424,2.32178260465378,1.81196835505205,28.4061655303305,29.0896434523726,33.1704911878419,37.3985626757141
0.54,0.243047041065028,0.56379316482753,2.32949828163155,1.83225334184503,28.4120000032946,29.1002446490187,33.168532376,37.3488189249933
0.55,0.243030657619504,0.563865766525729,2.33351150545073,1.87538041194614,28.4139261359874,29.103468291868,33.168532376,37.5069067221554
0.56,0.243030657619504,0.563840791013877,2.33667413189516,1.83779491271704,28.420666980606,29.1128804858923,33.1680454023633,37.5718470729341
0.57,0.24303690040408,0.563883531567224,2.34334518976032,1.80614373593428,28.4230126284783,29.1174826939302,33.168094099727,37.3016582178785
0.58,0.243156484094693,0.563559933615434,2.34703930096537,1.81049116138573,28.4234313798897,29.1191134678154,33.1683839506081,37.3642235248812
0.59,0.243112075363334,0.563756998033002,2.3494409964093,1.82892578298843,28.4276531939043,29.1253726864436,33.168386283909,37.4807522762913
0.6,0.243189019141494,0.564082839269855,2.35076488245696,1.81243700353365,28.4298880763146,29.1294731230784,33.1681427970907,37.404787655407
0.61,0.243189019141494,0.564166563020247,2.35634712512674,1.87016878089113,28.4363992471818,29.139791802916,33.1695086565745,37.6497722885289
0.62,0.243150853194711,0.564360655587375,2.35904986883177,1.86208916815842,28.4424131601049,29.1490314288432,33.1692118057905,37.7109361449203
0.63,0.243222022727022,0.564129478860294,2.3630801643316,1.85309560667696,28.4430246681498,29.1508784173371,33.1702461169325,37.6190185365318
0.64,0.243177916958654,0.56420488156762,2.36240623637698,1.85777572943252,28.4466793670084,29.1566151799622,33.1690797135053,37.6876630584684
0.65,0.243166764387832,0.564241065935829,2.36381841260992,1.847342990533,28.448780629185,29.1599216517227,33.1686924678969,37.5884068768468
0.66,0.243166764387832,0.564322132192648,2.36863382924578,1.88443002521077,28.4507148327074,29.1638379250155,33.1684002837148,37.7397559065418
0.67,0.243166764387832,0.564423117187623,2.373926412392,1.89968380838753,28.4543774921509,29.1693716585114,33.1685046783451,37.8523688910083
0.68,0.243150430828464,0.56452836725571,2.37798410747308,1.91545690025113,28.4568089492439,29.1733990482416,33.1679666740437,37.8298476258672
0.69,0.243338902240966,0.564618946453627,2.38360723111536,1.87336666950662,28.4575806122344,29.1749607217804,33.16791797668,37.7781850167197
0.7,0.243393656248248,0.564427427468496,2.38815630222285,1.80975776840671,28.4598258250675,29.1787692391266,33.1673799723786,37.503556371466
0.71,0.243393656248248,0.564233892875787,2.39080212037095,1.84732911676047,28.4640950773291,29.1853314966154,33.167971305976,37.4935616707142
0.72,0.243339896930858,0.564287764453728,2.38987243198564,1.86961174257986,28.4680830912976,29.1916777379486,33.1676280911294,37.563975658117
0.73,0.243339896930858,0.564343796268031,2.39223824357726,1.84023869714199,28.4694395229853,29.194158882498,33.1684097208955,37.4304013191863
0.74,0.243279208442012,0.564069810146622,2.39466186271406,1.85410928856101,28.4702605808199,29.1954785991104,33.1683586902309,37.529310078124
0.75,0.243304466057324,0.564032531415003,2.40054306439067,1.84440515890649,28.4738315283586,29.2016707905039,33.1705111233756,37.4296240951638
0.76,0.243129889974939,0.564335211022458,2.40121662969065,1.85313579126044,28.4800694634795,29.2107787029685,33.1708983689841,37.4977184931662
0.77,0.243113506529415,0.564368987305027,2.40245049233919,1.87747584027995,28.4818260543889,29.21357143371,33.1707035795294,37.5665217897851
0.78,0.243113506529415,0.564362082468633,2.41087056418087,1.8644022041882,28.4836455668076,29.2167465997976,33.1722131978032,37.5497880176674
0.79,0.243113506529415,0.564425678469473,2.41436321989537,1.85060882567934,28.4877421104067,29.2218579957674,33.1714802654007,37.3173565535326
0.8,0.243151926977329,0.56414085111054,2.41242797983608,1.86734706348834,28.4871966264385,29.2207162209673,33.1707960303619,37.403312138799
0.81,0.243206932103132,0.564029063402805,2.41570121552505,1.90288200062891,28.4878753521187,29.2215196176238,33.17167724951,37.5280722248663
0.82,0.243222270972607,0.564022326091609,2.410896738433,1.8268220788893,28.4914983071158,29.2275307764582,33.1715310187725,37.2440294754683
0.83,0.243247528587919,0.56395482063328,2.42051298097614,1.8424052738722,28.4923695532365,29.2296048863444,33.173388518495,37.3556567856057
0.84,0.243286165473943,0.563591829975563,2.42724479956359,1.86750102046663,28.4944809932321,29.2331049467697,33.1743080063896,37.5174988630488
0.85,0.243311423089255,0.563204445244341,2.42711373844988,1.88404179612164,28.495870390176,29.2353377841567,33.1751345257033,37.6724322785837
0.86,0.24332780653478,0.563250185642202,2.43090914499643,1.92558353931333,28.4993983799749,29.2410228123066,33.1751918839803,37.7872467083905
0.87,0.243338959105601,0.563251631564069,2.43124876474232,1.90324406321906,28.4999148314047,29.2429697211794,33.1752381093966,37.647985483924
0.88,0.243275281042375,0.563411980600237,2.43442661419372,1.88341486951702,28.5034826842906,29.248594514405,33.1750102547398,37.5964448378976
0.89,0.243299068322858,0.563258265846618,2.43387917426604,1.86568496638212,28.504071813537,29.2505004580573,33.1749158391662,37.5382668554887
0.9,0.243132736424736,0.563385102771669,2.44728744773149,1.9085915307239,28.5062362374112,29.2545288308314,33.1710944786753,37.7506265376479
0.91,0.243302013402144,0.563256969419899,2.45330458823958,1.9090373126722,28.505903564533,29.254079692699,33.1670315053095,37.8314097330362
0.92,0.243286624646512,0.56318873443482,2.45558537860966,1.84700466467407,28.5064456580278,29.2544225932933,33.1671678912061,37.5529238084695
0.93,0.243303008092036,0.563017081182107,2.45894647545217,1.85082672211913,28.5094202606805,29.2588586948785,33.1668710459043,37.7725279296192
0.94,0.243314110274876,0.562848950296048,2.45889661075047,1.85670043290281,28.5110029993886,29.2614315617016,33.1654491161634,37.7150805001342
0.95,0.243306426185293,0.562756506155209,2.46308350809019,1.87517678176309,28.5133967152998,29.2658487764058,33.1650008326231,37.6281460225463
0.96,0.243330910462642,0.562417357461377,2.46058212512951,1.87577480575784,28.5154625780856,29.2693530688431,33.1654925180139,37.6205565980292
0.97,0.243170737394645,0.562427635406987,2.46685176880749,1.84485462129415,28.517347126516,29.272576462248,33.171654146438,37.6249181798296
0.98,0.243308655708981,0.562101508419466,2.46568820417743,1.83338112556658,28.519325262463,29.275467281901,33.1799636946058,37.5965583695331
0.99,0.243308655708981,0.56193933941287,2.47118175074853,1.8446332051895,28.5222859175671,29.280418296587,33.1797074537223,37.5866716623396
1,0.243198904950372,0.561973116052432,2.47393462362848,1.86579442457351,28.5235301920982,29.2832490020294,33.1758414283642,37.7119659208872
