"i","entropy.s_am...1..","entropy.s_im...1..","entropy.s_lap...1..","mean.unlist.local_complexity.s_am..span...10....na.rm...TRUE.","mean.unlist.local_complexity.s_im..span...10....na.rm...TRUE.","mean.unlist.local_complexity.s_lap..span...10....na.rm...TRUE.","model"
29,0.133511400672063,0.21019847531074,0.337322533768224,27.4941063379998,27.8417127012542,27.9946494929792,"preferential.attachment"
30,0.136554162510649,0.215061258930215,0.34489954858781,27.3025526029274,27.8086191228674,27.7779917355642,"preferential.attachment"
31,0.149146141133121,0.235214954444905,0.376186106395706,27.8357734017563,28.0260787504198,28.5028804171219,"preferential.attachment"
32,0.138668510220448,0.218441955815796,0.350160834115401,27.3171685828653,27.8141638905372,27.8042815268435,"preferential.attachment"
33,0.131563780582474,0.207087368963173,0.332469244336104,27.6292627126376,27.8817947577835,28.1715632587491,"preferential.attachment"
34,0.149146141133121,0.235214954444905,0.376186106395706,27.755039203787,28.0002907754473,28.4050296733462,"preferential.attachment"
35,0.132529770475024,0.208630285913997,0.334876729262215,27.6231079264946,27.8718999643735,28.1617241007858,"preferential.attachment"
36,0.146670115798414,0.231248240359946,0.370043068691603,27.7340053132341,27.9870459249917,28.3641960593582,"preferential.attachment"
37,0.136554162510649,0.215061258930215,0.34489954858781,27.5917406535375,27.8867935518633,28.1348600721872,"preferential.attachment"
38,0.141978057601336,0.223736417360105,0.358389881393877,27.8103382305833,27.9847599724411,28.4491079164756,"preferential.attachment"
39,0.130613048124418,0.205569099479908,0.330099157913303,27.3484511811101,27.7825504098671,27.8109640569144,"preferential.attachment"
40,0.136554162510649,0.215061258930215,0.34489954858781,27.3471954879032,27.8117320657234,27.8330588830318,"preferential.attachment"
41,0.150418848887936,0.237254615230824,0.37934196410695,27.7599437919677,27.9983246207026,28.4015015879673,"preferential.attachment"
42,0.151715589723511,0.239333294703288,0.38255619367852,27.3507584290026,27.8830915516632,27.9021892973589,"preferential.attachment"
43,0.151715589723511,0.239333294703288,0.38255619367852,27.5221638463852,27.9293943904679,28.0999658270788,"preferential.attachment"
44,0.143120054382327,0.225564101345412,0.361227598173259,27.3701711237271,27.8533763239135,27.8863737259723,"preferential.attachment"
45,0.144282349450809,0.22742467664385,0.364114794515322,27.5304866177156,27.9125031838032,28.0964628320731,"preferential.attachment"
46,0.131563780582474,0.207087368963173,0.332469244336104,27.323345422783,27.7889849965742,27.7808125048711,"preferential.attachment"
47,0.132529770475024,0.208630285913997,0.334876729262215,27.7921984248988,27.9330591637642,28.3908929471392,"preferential.attachment"
48,0.135523179780589,0.213413280703336,0.342332942160388,27.3677778692466,27.8132525926735,27.8516044398416,"preferential.attachment"
49,0.137602454427706,0.216737236139796,0.347508482546318,27.439451722689,27.8541475426553,27.9536465601743,"preferential.attachment"
50,0.131563780582474,0.207087368963173,0.332469244336104,27.4229200370635,27.8183588082709,27.9074350131378,"preferential.attachment"
